,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
6006,6007,1997,156,Buffalo Sabres,Brian Campbell,CA,D,18.0,2017.0,Ottawa 67's (OHL),1082.0,87.0,417.0,504.0,63.0,277.0,89.7
6007,6008,1997,157,Detroit Red Wings,B.J. Young,CA,RW,20.0,2000.0,Red Deer Rebels (WHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,6010,1997,159,New Jersey Devils,Sascha Goc,DE,D,18.0,2002.0,SERC Wild Wings (DEL),22.0,0.0,0.0,0.0,5.0,4.0,0.6
6011,6012,1997,161,Colorado Avalanche,David Aebischer,CH,G,19.0,2008.0,HC Fribourg-Gotteron (Swiss),214.0,0.0,5.0,5.0,0.0,30.0,39.1
6014,6015,1997,164,Philadelphia Flyers,Todd Fedoruk,CA,LW,18.0,2010.0,Kelowna Rockets (WHL),545.0,32.0,65.0,97.0,-27.0,1050.0,4.7
6022,6023,1997,172,Montreal Canadiens,Ben Guite,CA,RW,19.0,2010.0,Maine (H-East),175.0,19.0,26.0,45.0,-4.0,97.0,2.7
6025,6026,1997,175,New York Rangers,Johan Holmqvist,SE,G,19.0,2008.0,Brynas IF (Sweden),99.0,0.0,4.0,4.0,0.0,6.0,10.1
6027,6028,1997,177,St. Louis Blues,Ladislav Nagy,SK,LW,18.0,2008.0,HC Kosice Jr. (Slovakia Jr.),435.0,115.0,196.0,311.0,35.0,358.0,34.1
6032,6033,1997,182,New York Rangers,Mike Mottau,US,D,19.0,2014.0,Boston College (H-East),321.0,7.0,51.0,58.0,-16.0,164.0,12.4
6040,6041,1997,190,Toronto Maple Leafs,Shawn Thornton,CA,RW,20.0,2017.0,Peterborough Petes (OHL),705.0,42.0,60.0,102.0,-33.0,1103.0,3.0
6041,6042,1997,191,Boston Bruins,Antti Laaksonen,FI,LW,23.0,2007.0,Denver (WCHA),483.0,81.0,87.0,168.0,-11.0,152.0,14.5
6042,6043,1997,192,San Jose Sharks,Cam Severson,CA,LW,19.0,2006.0,Prince Albert Raiders (WHL),37.0,3.0,0.0,3.0,-3.0,63.0,0.2
6045,6046,1997,195,Carolina Hurricanes,Niklas Nordgren,SE,LW,18.0,2006.0,MoDo Hockey Jr. (Sweden Jr.),58.0,4.0,2.0,6.0,-8.0,34.0,-0.1
6058,6059,1997,208,Pittsburgh Penguins,Andrew Ference,CA,D,18.0,2016.0,Portland Winter Hawks (WHL),907.0,43.0,182.0,225.0,-33.0,753.0,43.5
6062,6063,1997,212,Buffalo Sabres,Kamil Piros,CZ,C,18.0,2004.0,HC Chemopetrol (Czech),28.0,4.0,4.0,8.0,-2.0,10.0,0.7
6065,6066,1997,215,New Jersey Devils,Scott Clemmensen,US,G,20.0,2015.0,Des Moines Buccaneers (USHL),191.0,0.0,3.0,3.0,0.0,4.0,26.4
6069,6070,1997,219,San Jose Sharks,Mark Smith,CA,C,19.0,2008.0,Lethbridge Hurricanes (WHL),377.0,23.0,47.0,70.0,-10.0,457.0,3.2
6071,6072,1997,221,Toronto Maple Leafs,Jonathan Hedstrom,SE,RW,19.0,2006.0,Skelleftea AIK (Sweden-2),83.0,13.0,14.0,27.0,1.0,48.0,1.6
6074,6075,1997,224,Tampa Bay Lightning,Paul Comrie,CA,C,20.0,2000.0,Denver (WCHA),15.0,1.0,2.0,3.0,-2.0,4.0,0.1
6075,6076,1997,225,Carolina Hurricanes,Kent McDonell,CA,RW,18.0,2004.0,Guelph Storm (OHL),32.0,1.0,2.0,3.0,-8.0,36.0,-0.3
6079,6080,1997,229,Ottawa Senators,Karel Rachunek,CZ,D,18.0,2008.0,HC Ziln Jr. (Czech Jr.),371.0,22.0,118.0,140.0,49.0,227.0,28.0
6083,6084,1997,233,Phoenix Coyotes,Wyatt Smith,US,C,20.0,2008.0,Minnesota (WCHA),211.0,10.0,22.0,32.0,-18.0,65.0,-0.2
6092,6093,1997,242,Dallas Stars,Brett McLean,CA,C,19.0,2009.0,Kelowna Rockets (WHL),385.0,56.0,106.0,162.0,-28.0,204.0,12.0
6096,6097,1997,246,Boston Bruins,Jay Henderson,CA,LW,18.0,2001.0,Edmonton Ice (WHL),33.0,1.0,3.0,4.0,-1.0,37.0,0.2
6097,6098,1996,1,Ottawa Senators,Chris Phillips,CA,D,18.0,2015.0,Prince Albert Raiders (WHL),1179.0,71.0,217.0,288.0,68.0,756.0,64.6
6098,6099,1996,2,San Jose Sharks,Andrei Zyuzin,RU,D,18.0,2008.0,Salavat Yulaev Ufa (Russia),496.0,38.0,82.0,120.0,-40.0,446.0,25.8
6099,6100,1996,3,New York Islanders,J.P. Dumont,CA,RW,18.0,2011.0,Val-d'Or Foreurs (QMJHL),822.0,214.0,309.0,523.0,-2.0,364.0,56.6
6100,6101,1996,4,Washington Capitals,Alexandre Volchkov,RU,C,18.0,2000.0,Barrie Colts (OHL),3.0,0.0,0.0,0.0,-2.0,0.0,-0.1
6101,6102,1996,5,Dallas Stars,Ric Jackman,CA,D,18.0,2007.0,Soo Greyhounds (OHL),231.0,19.0,58.0,77.0,-54.0,166.0,8.8
6102,6103,1996,6,Edmonton Oilers,Boyd Devereaux,CA,C,18.0,2009.0,Kitchener Rangers (OHL),627.0,67.0,112.0,179.0,5.0,205.0,12.5
6103,6104,1996,7,Buffalo Sabres,Erik Rasmussen,US,LW/C,19.0,2007.0,Minnesota (WCHA),545.0,52.0,76.0,128.0,5.0,305.0,9.2
6104,6105,1996,8,Boston Bruins,Johnathan Aitken,CA,D,18.0,2004.0,Medicine Hat Tigers (WHL),44.0,0.0,1.0,1.0,-12.0,70.0,0.0
6105,6106,1996,9,Anaheim Ducks,Ruslan Salei,BY,D,21.0,2011.0,Las Vegas Thunder (IHL),917.0,45.0,159.0,204.0,-25.0,1065.0,47.0
6106,6107,1996,10,New Jersey Devils,Lance Ward,CA,D,18.0,2004.0,Red Deer Rebels (WHL),209.0,4.0,12.0,16.0,-30.0,391.0,2.7
6107,6108,1996,11,Phoenix Coyotes,Dan Focht,CA,D,18.0,2004.0,Tri-City Americans (WHL),82.0,2.0,6.0,8.0,-32.0,145.0,-0.3
6108,6109,1996,12,Vancouver Canucks,Josh Holden,CA,C,18.0,2004.0,Regina Pats (WHL),60.0,5.0,9.0,14.0,-10.0,16.0,0.6
6109,6110,1996,13,Calgary Flames,Derek Morris,CA,D,18.0,2014.0,Regina Pats (WHL),1107.0,92.0,332.0,424.0,-44.0,1004.0,74.6
6110,6111,1996,14,St. Louis Blues,Marty Reasoner,US,C,19.0,2013.0,Boston College (H-East),798.0,97.0,169.0,266.0,-34.0,379.0,17.7
6111,6112,1996,15,Philadelphia Flyers,Dainius Zubrus,LT,RW,18.0,2016.0,Pembroke (CJHL),1293.0,228.0,363.0,591.0,1.0,791.0,52.0
6112,6113,1996,16,Tampa Bay Lightning,Mario Larocque,CA,D,18.0,1999.0,Hull Olympiques (QMJHL),5.0,0.0,0.0,0.0,-4.0,16.0,-0.2
6113,6114,1996,17,Washington Capitals,Jaroslav Svejkovsky,CZ,RW,19.0,2000.0,Tri-City Americans (WHL),113.0,23.0,19.0,42.0,-22.0,56.0,3.5
6114,6115,1996,18,Montreal Canadiens,Matt Higgins,CA,C,18.0,2001.0,Moose Jaw Warriors (WHL),57.0,1.0,2.0,3.0,-11.0,6.0,-0.6
6115,6116,1996,19,Edmonton Oilers,Matthieu Descoteaux,CA,D,18.0,2001.0,Shawinigan Cataractes (QMJHL),5.0,1.0,1.0,2.0,-2.0,4.0,0.3
6116,6117,1996,20,Florida Panthers,Marcus Nilson,SE,LW,18.0,2008.0,Djurgardens IF (Sweden),521.0,67.0,101.0,168.0,5.0,270.0,12.8
6117,6118,1996,21,San Jose Sharks,Marco Sturm,DE,LW,18.0,2012.0,EV Landshut (Germany),938.0,242.0,245.0,487.0,59.0,446.0,54.0
6120,6121,1996,24,Phoenix Coyotes,Daniel Briere,CA,C,18.0,2015.0,Drummondville Voltigeurs (QMJHL),973.0,307.0,389.0,696.0,-24.0,744.0,78.5
6121,6122,1996,25,Colorado Avalanche,Peter Ratchuk,US,D,19.0,2001.0,Shattuck-St. Mary's School (High-MN),32.0,1.0,1.0,2.0,-2.0,10.0,0.6
6122,6123,1996,26,Detroit Red Wings,Jesse Wallin,CA,D,18.0,2003.0,Red Deer Rebels (WHL),49.0,0.0,2.0,2.0,-5.0,34.0,0.2
6123,6124,1996,27,Buffalo Sabres,Cory Sarich,CA,D,18.0,2014.0,Saskatoon Blades (WHL),969.0,21.0,137.0,158.0,-9.0,1089.0,36.0
6124,6125,1996,28,Pittsburgh Penguins,Pavel Skrbek,CZ,D,18.0,2002.0,HC Kladno (Czech),12.0,0.0,0.0,0.0,1.0,8.0,0.2
6125,6126,1996,29,New York Islanders,Dan LaCouture,US,LW,19.0,2009.0,Springfield (NEJHL),337.0,20.0,25.0,45.0,-44.0,348.0,-0.2
6126,6127,1996,30,Los Angeles Kings,Josh Green,CA,LW,18.0,2012.0,Medicine Hat Tigers (WHL),341.0,36.0,40.0,76.0,-16.0,206.0,5.1
6127,6128,1996,31,Chicago Blackhawks,Remi Royer,CA,D,18.0,1999.0,St. Hyacinthe Laser (QMJHL),18.0,0.0,0.0,0.0,-10.0,67.0,-0.6
6128,6129,1996,32,Edmonton Oilers,Chris Hajt,CA,D,18.0,2004.0,Guelph Storm (OHL),6.0,0.0,0.0,0.0,-1.0,2.0,0.0
6131,6132,1996,35,Anaheim Ducks,Matt Cullen,US,C,19.0,2019.0,St. Cloud State (WCHA),1516.0,266.0,465.0,731.0,-24.0,592.0,66.0
6132,6133,1996,36,Toronto Maple Leafs,Marek Posmyk,CZ,D,18.0,2001.0,HC Dukla Jihlava (Czech),19.0,1.0,2.0,3.0,0.0,20.0,0.6
6133,6134,1996,37,Los Angeles Kings,Marian Cisar,SK,RW,18.0,2002.0,HC Slovan Bratislava (Slovakia),73.0,13.0,17.0,30.0,-12.0,57.0,2.6
6135,6136,1996,39,Calgary Flames,Travis Brigley,CA,LW,19.0,2004.0,Lethbridge Hurricanes (WHL),55.0,3.0,6.0,9.0,-6.0,16.0,-0.1
6136,6137,1996,40,Calgary Flames,Steve Begin,CA,C,18.0,2013.0,Val-d'Or Foreurs (QMJHL),524.0,56.0,52.0,108.0,-21.0,561.0,6.6
6138,6139,1996,42,Chicago Blackhawks,Jeff Paul,CA,D,18.0,2003.0,Niagara Falls Thunder (OHL),2.0,0.0,0.0,0.0,0.0,7.0,0.0
6139,6140,1996,43,Washington Capitals,Jan Bulis,CZ,C,18.0,2007.0,Barrie Colts (OHL),552.0,96.0,149.0,245.0,-3.0,268.0,22.0
6140,6141,1996,44,Montreal Canadiens,Mathieu Garon,CA,G,18.0,2013.0,Victoriaville Tigres (QMJHL),341.0,0.0,7.0,7.0,0.0,28.0,49.0
6143,6144,1996,47,New Jersey Devils,Pierre Dagenais,CA,RW,18.0,2006.0,Moncton Alpines (QMJHL),142.0,35.0,23.0,58.0,0.0,58.0,7.3
6144,6145,1996,48,New York Rangers,Daniel Goneau,CA,LW,20.0,2000.0,Granby Predateurs (QMJHL),53.0,12.0,3.0,15.0,-10.0,14.0,0.7
6145,6146,1996,49,New Jersey Devils,Colin White,CA,D,18.0,2012.0,Hull Olympiques (QMJHL),797.0,21.0,108.0,129.0,74.0,869.0,42.1
6147,6148,1996,51,Colorado Avalanche,Yuri Babenko,RU,C,18.0,2001.0,Krylia Sovetov Moskva 2 (Russia-2),3.0,0.0,0.0,0.0,0.0,0.0,-0.1
6152,6153,1996,56,New York Islanders,Zdeno Chara,SK,D,19.0,2022.0,HK Dukla Trencin Jr. (Slovakia Jr.),1680.0,209.0,471.0,680.0,301.0,2085.0,155.1
6155,6156,1996,59,Edmonton Oilers,Tom Poti,US,D,19.0,2013.0,Cushing Academy (High-MA),824.0,69.0,258.0,327.0,44.0,586.0,58.9
6156,6157,1996,60,Florida Panthers,Chris Allen,CA,D,18.0,1999.0,Kingston Frontenacs (OHL),2.0,0.0,0.0,0.0,1.0,2.0,0.1
6159,6160,1996,63,New Jersey Devils,Scott Parker,US,RW,18.0,2008.0,Kelowna Rockets (WHL),308.0,7.0,14.0,21.0,4.0,699.0,0.3
6161,6162,1996,65,Florida Panthers,Oleg Kvasha,RU,LW/C,18.0,2006.0,CSKA Moskva (Russia),493.0,81.0,136.0,217.0,0.0,335.0,19.5
6163,6164,1996,67,St. Louis Blues,Gordie Dwyer,CA,LW,18.0,2004.0,Beauport Harfangs (QMJHL),108.0,0.0,5.0,5.0,-20.0,394.0,-1.3
6166,6167,1996,70,Dallas Stars,Jon Sim,CA,LW,18.0,2011.0,Sarnia Sting (OHL),469.0,75.0,64.0,139.0,-43.0,314.0,11.3
6167,6168,1996,71,Montreal Canadiens,Arron Asham,CA,RW,18.0,2014.0,Red Deer Rebels (WHL),789.0,94.0,114.0,208.0,-42.0,1004.0,16.8
6168,6169,1996,72,Pittsburgh Penguins,Boyd Kane,CA,LW,18.0,2010.0,Regina Pats (WHL),31.0,0.0,3.0,3.0,-8.0,39.0,-0.4
6171,6172,1996,75,Vancouver Canucks,Zenith Komarniski,CA,D,18.0,2004.0,Tri-City Americans (WHL),21.0,1.0,1.0,2.0,-1.0,10.0,0.5
6175,6176,1996,79,Colorado Avalanche,Mark Parrish,US,RW,19.0,2011.0,St. Cloud State (WCHA),722.0,216.0,171.0,387.0,-47.0,246.0,42.6
6177,6178,1996,81,Ottawa Senators,Antti-Jussi Niemi,FI,D,18.0,2002.0,Jokerit Jr. (Finland Jr.),29.0,1.0,1.0,2.0,-7.0,22.0,0.4
6178,6179,1996,82,Florida Panthers,Joey Tetarenko,CA,RW,18.0,2004.0,Portland Winter Hawks (WHL),73.0,4.0,1.0,5.0,-7.0,176.0,0.5
6179,6180,1996,83,New York Islanders,Tyrone Garner,CA,G,18.0,1999.0,Oshawa Generals (OHL),3.0,0.0,0.0,0.0,0.0,0.0,-0.1
6184,6185,1996,88,Hartford Whalers,Craig MacDonald,CA,LW,19.0,2009.0,Harvard (ECAC),233.0,11.0,24.0,35.0,-15.0,91.0,0.5
6185,6186,1996,89,Calgary Flames,Toni Lydman,FI,D,18.0,2013.0,Reipas Lahti (Finland-2),847.0,36.0,206.0,242.0,45.0,551.0,51.5
6187,6188,1996,91,New Jersey Devils,Josef Boumedienne,SE,D,18.0,2004.0,Huddinge IK (Sweden-2),47.0,4.0,12.0,16.0,-13.0,36.0,0.4
6192,6193,1996,96,Los Angeles Kings,Eric Belanger,CA,C,18.0,2013.0,Beauport Harfangs (QMJHL),820.0,138.0,220.0,358.0,-24.0,361.0,28.9
6196,6197,1996,100,Boston Bruins,Trent Whitfield,CA,C,19.0,2012.0,Spokane Chiefs (WHL),194.0,11.0,18.0,29.0,-3.0,104.0,0.8
6198,6199,1996,102,San Jose Sharks,Matt Bradley,CA,RW,18.0,2012.0,Kingston Frontenacs (OHL),675.0,59.0,90.0,149.0,-19.0,562.0,8.1
6201,6202,1996,105,Pittsburgh Penguins,Michal Rozsival,CZ,D,18.0,2017.0,HC Dukla Jihlava Jr. (Czech Jr.),963.0,68.0,241.0,309.0,83.0,704.0,68.2
6205,6206,1996,109,New York Islanders,Bubba Berenzweig,US,D,19.0,2003.0,Michigan (CCHA),37.0,3.0,7.0,10.0,-4.0,14.0,1.8
6208,6209,1996,112,Dallas Stars,Ryan Christie,CA,LW,18.0,2002.0,Owen Sound Platers (OHL),7.0,0.0,0.0,0.0,-2.0,0.0,-0.1
6211,6212,1996,115,Buffalo Sabres,Alexei Tezikov,RU,D,18.0,2002.0,Lada Togliatti (Russia),30.0,1.0,1.0,2.0,-1.0,2.0,0.6
6215,6216,1996,119,Phoenix Coyotes,Richard Lintner,SK,D,18.0,2003.0,HK Dukla Trencin (Slovakia),112.0,8.0,12.0,20.0,-18.0,54.0,3.9
6229,6230,1996,133,Philadelphia Flyers,Jesse Boulerice,US,RW,18.0,2009.0,Detroit Jr. Whalers (OHL),172.0,8.0,2.0,10.0,-17.0,333.0,0.1
6232,6233,1996,136,Ottawa Senators,Andreas Dackell,SE,RW,23.0,2004.0,Brynas IF (Sweden),613.0,91.0,159.0,250.0,4.0,162.0,19.9
6233,6234,1996,137,San Jose Sharks,Michel Larocque,DE,G,19.0,2001.0,Boston University (H-East),3.0,0.0,0.0,0.0,0.0,0.0,0.0
6235,6236,1996,139,Phoenix Coyotes,Robert Esche,US,G,18.0,2007.0,Detroit Jr. Whalers (OHL),186.0,0.0,8.0,8.0,0.0,65.0,24.9
6236,6237,1996,140,Toronto Maple Leafs,Dmitri Yakushin,UA,D,18.0,2000.0,Pembroke (CJHL),2.0,0.0,0.0,0.0,0.0,2.0,0.0
6242,6243,1996,146,Colorado Avalanche,Brian Willsie,CA,RW,18.0,2011.0,Guelph Storm (OHL),381.0,52.0,57.0,109.0,-57.0,217.0,5.9
6250,6251,1996,154,Montreal Canadiens,Brett Clark,CA,D,19.0,2013.0,Maine (H-East),689.0,45.0,141.0,186.0,-60.0,293.0,31.7
6253,6254,1996,157,Tampa Bay Lightning,Xavier Delisle,CA,C,19.0,2001.0,Granby Predateurs (QMJHL),16.0,3.0,2.0,5.0,-5.0,6.0,0.4
6263,6264,1996,167,Colorado Avalanche,Dan Hinote,US,RW,19.0,2009.0,Army (NCAA-Ind.),503.0,38.0,52.0,90.0,-16.0,383.0,3.1
6265,6266,1996,169,St. Louis Blues,Daniel Corso,CA,C,18.0,2004.0,Victoriaville Tigres (QMJHL),77.0,14.0,11.0,25.0,0.0,20.0,2.6
6267,6268,1996,171,Hartford Whalers,Greg Kuznik,CA,D,18.0,2001.0,Seattle Thunderbirds (WHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
6270,6271,1996,174,Phoenix Coyotes,Trevor Letowski,CA,RW,19.0,2008.0,Sarnia Sting (OHL),616.0,84.0,117.0,201.0,-19.0,209.0,14.5
6272,6273,1996,176,Colorado Avalanche,Samuel Pahlsson,SE,C,18.0,2012.0,MoDo Hockey (Sweden),798.0,68.0,131.0,199.0,-70.0,356.0,4.0
6273,6274,1996,177,St. Louis Blues,Reed Low,CA,RW,20.0,2007.0,Moose Jaw Warriors (WHL),256.0,3.0,16.0,19.0,-3.0,725.0,-0.3
6275,6276,1996,179,Tampa Bay Lightning,Pavel Kubina,CZ,D,19.0,2012.0,HC Vitkovice (Czech),970.0,110.0,276.0,386.0,-102.0,1123.0,64.1
6282,6283,1996,186,Pittsburgh Penguins,Eric Meloche,CA,RW,20.0,2007.0,Cornwall (CJHL),74.0,9.0,11.0,20.0,-21.0,36.0,0.8
6286,6287,1996,190,Los Angeles Kings,Steve Valiquette,CA,G,19.0,2010.0,Sudbury Wolves (OHL),46.0,0.0,1.0,1.0,0.0,4.0,6.1
6288,6289,1996,192,New York Islanders,Evgeny Korolev,RU,D,18.0,2002.0,Peterborough Petes (OHL),42.0,1.0,4.0,5.0,-10.0,20.0,0.4
6289,6290,1996,193,Los Angeles Kings,Kai Nurminen,FI,LW,27.0,2001.0,HV71 (Sweden),69.0,17.0,11.0,28.0,-4.0,24.0,2.6
6290,6291,1996,194,Dallas Stars,Joel Kwiatkowski,CA,D,19.0,2008.0,Prince George Cougars (WHL),282.0,16.0,29.0,45.0,-27.0,245.0,8.2
6291,6292,1996,195,Edmonton Oilers,Fernando Pisani,CA,RW,19.0,2011.0,St. Albert (AJHL),462.0,87.0,82.0,169.0,5.0,200.0,15.8
6292,6293,1996,196,St. Louis Blues,Andrej Podkonicky,SK,C,18.0,2004.0,HKM Zvolen (Slovakia),8.0,1.0,0.0,1.0,-1.0,2.0,0.1
6295,6296,1996,199,New Jersey Devils,Willie Mitchell,CA,D,19.0,2016.0,Melfort (SJHL),907.0,34.0,146.0,180.0,119.0,787.0,58.0
6300,6301,1996,204,Toronto Maple Leafs,Tomas Kaberle,CZ,D,18.0,2013.0,HC Kladno (Czech),984.0,87.0,476.0,563.0,17.0,260.0,87.0
6308,6309,1996,212,Ottawa Senators,Erich Goldmann,DE,D,20.0,2000.0,Adler Mannheim (Germany),1.0,0.0,0.0,0.0,0.0,0.0,0.0
6312,6313,1996,216,Ottawa Senators,Ivan Ciernik,SK,RW,18.0,2004.0,AC/HC Nitra (Slovakia),89.0,12.0,14.0,26.0,9.0,32.0,2.7
6319,6320,1996,223,Hartford Whalers,Craig Adams,BN,RW,19.0,2015.0,Harvard (ECAC),951.0,55.0,105.0,160.0,-82.0,683.0,1.9
6323,6324,1996,227,Vancouver Canucks,Lubomir Vaic,SK,C,19.0,2000.0,HC Kosice (Slovakia),9.0,1.0,1.0,2.0,-2.0,2.0,0.0
6324,6325,1996,228,Calgary Flames,Ronald Petrovicky,SK,RW,19.0,2007.0,Prince George Cougars (WHL),342.0,41.0,51.0,92.0,-25.0,429.0,5.9
6325,6326,1996,229,St. Louis Blues,Konstantin Shafranov,RU,RW,28.0,1997.0,Fort Wayne Komets (IHL),5.0,2.0,1.0,3.0,1.0,0.0,0.4
6333,6334,1996,237,New York Rangers,Ronnie Sundin,SE,D,25.0,1998.0,Vastra Frolunda HC (Sweden),1.0,0.0,0.0,0.0,0.0,0.0,0.0
6335,6336,1996,239,Ottawa Senators,Sami Salo,FI,D,22.0,2014.0,TPS (Finland),878.0,99.0,240.0,339.0,130.0,286.0,72.9
6338,6339,1995,1,Ottawa Senators,Bryan Berard,US,D,18.0,2008.0,Detroit Jr. Red Wings (OHL),619.0,76.0,247.0,323.0,-98.0,500.0,45.4
6339,6340,1995,2,New York Islanders,Wade Redden,CA,D,18.0,2013.0,Brandon Wheat Kings (WHL),1023.0,109.0,348.0,457.0,160.0,665.0,95.0
6340,6341,1995,3,Los Angeles Kings,Aki Berg,FI,D,18.0,2006.0,Kiekko-67 (Finland-2),606.0,15.0,70.0,85.0,-12.0,374.0,19.3
6341,6342,1995,4,Anaheim Ducks,Chad Kilger,CA,LW,18.0,2008.0,Kingston Frontenacs (OHL),714.0,107.0,111.0,218.0,-44.0,363.0,15.3
6342,6343,1995,5,Tampa Bay Lightning,Daymond Langkow,CA,C,18.0,2012.0,Tri-City Americans (WHL),1090.0,270.0,402.0,672.0,81.0,547.0,69.4
6343,6344,1995,6,Edmonton Oilers,Steve Kelly,CA,C,18.0,2008.0,Prince Albert Raiders (WHL),149.0,9.0,12.0,21.0,-36.0,83.0,-1.1
6344,6345,1995,7,Winnipeg Jets,Shane Doan,CA,RW,18.0,2017.0,Kamloops Blazers (WHL),1540.0,402.0,570.0,972.0,-54.0,1353.0,96.3
6345,6346,1995,8,Montreal Canadiens,Terry Ryan,CA,LW,18.0,1999.0,Tri-City Americans (WHL),8.0,0.0,0.0,0.0,0.0,36.0,-0.2
6346,6347,1995,9,Boston Bruins,Kyle McLaren,CA,D,18.0,2008.0,Tacoma Rockets (WHL),719.0,46.0,161.0,207.0,27.0,671.0,47.4
6347,6348,1995,10,Florida Panthers,Radek Dvorak,CZ,RW,18.0,2014.0,HC Ceske Budejovice (Czech),1260.0,227.0,363.0,590.0,-10.0,449.0,48.5
6348,6349,1995,11,Dallas Stars,Jarome Iginla,CA,RW,18.0,2017.0,Kamloops Blazers (WHL),1554.0,625.0,675.0,1300.0,30.0,1040.0,157.9
6350,6351,1995,13,Hartford Whalers,Jean-Sebastien Giguere,CA,G,18.0,2014.0,Halifax Mooseheads (QMJHL),597.0,0.0,7.0,7.0,0.0,98.0,107.6
6351,6352,1995,14,Buffalo Sabres,Jay McKee,CA,D,18.0,2010.0,Niagara Falls Thunder (OHL),802.0,21.0,104.0,125.0,55.0,622.0,37.3
6352,6353,1995,15,Toronto Maple Leafs,Jeff Ware,CA,D,18.0,1999.0,Oshawa Generals (OHL),21.0,0.0,1.0,1.0,-3.0,12.0,0.3
6353,6354,1995,16,Buffalo Sabres,Martin Biron,CA,G,18.0,2014.0,Beauport Harfangs (QMJHL),508.0,0.0,14.0,14.0,0.0,81.0,88.0
6354,6355,1995,17,Washington Capitals,Brad Church,CA,LW,18.0,1998.0,Prince Albert Raiders (WHL),2.0,0.0,0.0,0.0,0.0,0.0,0.0
6355,6356,1995,18,New Jersey Devils,Petr Sykora,CZ,RW,18.0,2012.0,Detroit Vipers (IHL),1017.0,323.0,398.0,721.0,58.0,455.0,82.9
6356,6357,1995,19,Chicago Blackhawks,Dmitri Nabokov,RU,C/LW,18.0,2000.0,Krylia Sovetov Moskva (Russia),55.0,11.0,13.0,24.0,-5.0,28.0,2.2
6357,6358,1995,20,Calgary Flames,Denis Gauthier,CA,D,18.0,2009.0,Drummondville Voltigeurs (QMJHL),554.0,17.0,60.0,77.0,-5.0,748.0,21.0
6358,6359,1995,21,Boston Bruins,Sean Brown,CA,D,18.0,2006.0,Belleville Bulls (OHL),436.0,14.0,43.0,57.0,-9.0,907.0,11.7
6359,6360,1995,22,Philadelphia Flyers,Brian Boucher,US,G,18.0,2013.0,Tri-City Americans (WHL),328.0,0.0,3.0,3.0,0.0,18.0,43.0
6360,6361,1995,23,Washington Capitals,Miika Elomo,FI,LW,18.0,2000.0,Kiekko-67 (Finland-2),2.0,0.0,1.0,1.0,1.0,2.0,0.1
6361,6362,1995,24,Pittsburgh Penguins,Aleksey Morozov,RU,RW,18.0,2004.0,Krylia Sovetov Moskva (Russia),451.0,84.0,135.0,219.0,-29.0,98.0,19.5
6362,6363,1995,25,Colorado Avalanche,Marc Denis,CA,G,18.0,2009.0,Chicoutimi Sagueneens (QMJHL),349.0,0.0,6.0,6.0,0.0,32.0,56.2
6363,6364,1995,26,Detroit Red Wings,Maxim Kuznetsov,RU,D,18.0,2004.0,Dynamo Moskva 2 (Russia-2),136.0,2.0,8.0,10.0,-5.0,137.0,2.2
6364,6365,1995,27,Ottawa Senators,Marc Moro,CA,D,18.0,2002.0,Kingston Frontenacs (OHL),30.0,0.0,0.0,0.0,-5.0,77.0,0.0
6365,6366,1995,28,New York Islanders,Jan Hlavac,CZ,LW,18.0,2008.0,HC Sparta Praha (Czech),436.0,90.0,134.0,224.0,-4.0,138.0,21.3
6366,6367,1995,29,Anaheim Ducks,Brian Wesenberg,CA,RW,18.0,1999.0,Guelph Storm (OHL),1.0,0.0,0.0,0.0,1.0,5.0,0.0
6367,6368,1995,30,Tampa Bay Lightning,Mike McBain,CA,D,18.0,1999.0,Red Deer Rebels (WHL),64.0,0.0,7.0,7.0,-21.0,22.0,0.5
6368,6369,1995,31,Edmonton Oilers,Georges Laraque,CA,RW,18.0,2010.0,St. Jean Lynx (QMJHL),695.0,53.0,100.0,153.0,1.0,1126.0,11.4
6369,6370,1995,32,Winnipeg Jets,Marc Chouinard,CA,C,18.0,2007.0,Beauport Harfangs (QMJHL),320.0,37.0,41.0,78.0,-9.0,123.0,6.2
6370,6371,1995,33,Los Angeles Kings,Don MacLean,CA,C,18.0,2007.0,Beauport Harfangs (QMJHL),41.0,8.0,5.0,13.0,-6.0,6.0,0.9
6371,6372,1995,34,Winnipeg Jets,Jason Doig,CA,D,18.0,2004.0,Laval Titan College Francais (QMJHL),158.0,6.0,18.0,24.0,-21.0,285.0,4.1
6374,6375,1995,37,Dallas Stars,Patrick Cote,CA,LW,20.0,2001.0,Beauport Harfangs (QMJHL),105.0,1.0,2.0,3.0,-19.0,377.0,-1.2
6376,6377,1995,39,New York Rangers,Christian Dube,CA,C,18.0,1999.0,Sherbrooke Faucons (QMJHL),33.0,1.0,1.0,2.0,-4.0,4.0,-0.7
6377,6378,1995,40,Vancouver Canucks,Chris McAllister,CA,D,20.0,2004.0,Saskatoon Blades (WHL),301.0,4.0,17.0,21.0,-27.0,634.0,2.3
6378,6379,1995,41,New York Islanders,D.J. Smith,CA,D,18.0,2003.0,Windsor Spitfires (OHL),45.0,1.0,1.0,2.0,-4.0,67.0,0.3
